Namespace;Namespace_loc_id;loc_id;loc_oms;loc_id_oms;Meetpunttype;Monitoringsoort.code;LigtInGeoobject.identificatie;HoortBijGeoobject.identificatie;waterlichaam;x1;y1;x2;y2;watertype;watertype_oms;Watergangcategorie;Watergangcategorie.code;Oever;NVO;Afvoergebiedcode;Afvoergebied_clustercode;wijzigingen_log;Opm_intern;Opm_dataleverancier;Foto_id;Aanmaakdatum;Fysische chemie;Meetnet Kader Richtlijn Water (KRW, FC);Meetnet Agrarisch en Stedelijk gebied (FC);Agrarisch & Stedelijk Roulatiejaar 1 (FC);Agrarisch & Stedelijk Roulatiejaar 2 (FC);Agrarisch & Stedelijk Roulatiejaar 3 (FC);Meetnet waterkwaliteit hoofdwater (FC);Meetnet Nutrienten Landbouw Specifiek Oppervlaktewater (MNLSO, FC);Calamiteiten Meetnet Nucleaire Ongevallen (CMNO, FC);Meetnet gewasbeschermingsmiddelen (FC);Landelijk Meetnet GewasBeschermingsMiddelen (LMGBM, FC);Meetnet zwemwater (FC);Meetnet hygienische waterkwaliteit (FC);Roulerend meetnet 2006 -2019 (FC);Centraal stadsdeel (FC);Groenraven Oost - Maartensdijk (FC);Kromme Rijn - Honswijk (FC);Langbroekerwetering (FC);Lopikerwaard (FC);Oude Rijn (FC);Projecten (FC);Lange weide (FC);Online waterkwaliteit Batau (FC);Onderwaterdrainage De Vlist (FC);Natuurgebieden (FC);Overige projecten (FC);Afgerond (FC);Historische meetpunten (< 2000) waarvan doel onbekend (FC);Biologie;Meetnet Kader Richtlijn Water (KRW, BIO);NL14_01 Langbroekerwetering (BIO);NL14_02 Kromme Rijn (BIO);NL14_03 Westerlaak (BIO);NL14_04 Honswijk (BIO);NL14_05 Biltse Grift (BIO);NL14_06 Ravense Wetering (BIO);NL14_07 Merwedekanaal (BIO);NL14_08 Binnenstad Utrecht (BIO);NL14_09 Maartensdijk (BIO);NL14_10 Hollandse IJssel (BIO);NL14_11 De Keulevaart (BIO);NL14_12 De Pleijt (BIO);NL14_13 De Koekoek (BIO);NL14_15 Bijleveld (BIO);NL14_16 Leidsche Rijn (BIO);NL14_18 Galecop (BIO);NL14_19 Gerverscop (BIO);NL14_20 De Tol (BIO);NL14_21 Ouwenaar - Haarrijn (BIO);NL14_22 Wiericke's (BIO);NL14_23 Snelrewaard (BIO);NL14_24 Lange Linschoten (BIO);NL14_25 Montfoortse Vaart (BIO);NL14_26 Meijepolder (BIO);NL14_27 Oude Rijn (BIO);NL14_28 Zegveld (BIO);NL14_29 Grecht (BIO);NL14_30 Kockengen (BIO);NL14_31 Kamerik Teijlingens (BIO);NL14_32 Houtensewetering (BIO);NL14_33 Oud Kamerik (BIO);Meetnet Agrarisch en Stedelijk gebied (BIO);Agrarisch & Stedelijk Roulatiejaar 1 (BIO);Agrarisch & Stedelijk Roulatiejaar 2 (BIO);Agrarisch & Stedelijk Roulatiejaar 3 (BIO);Meetnet Macrofauna (BIO);Meetnet Natuurvriendelijke oevers (BIO);Meetnet Beschermde flora en fauna (wetNB, BIO);Meetnet Stadswateren (Ecoscans, BIO);Roulerend meetnet 2006 -2019 (BIO);Centraal stadsdeel (BIO);Groenraven Oost - Maartensdijk (BIO);Kromme Rijn - Honswijk (BIO);Langbroekerwetering (BIO);Lopikerwaard (BIO);Oude Rijn (BIO);Roulerend - buiten gebruik (BIO);Projecten (BIO);Groen Blauwe Diensten (BIO);Overig water (BIO);Effectmonitoring maaibeheer (BIO);Nevengeul en vlechtschermen bij Odijk (BIO);Lange weide (BIO);Natuurgebieden (BIO);Overige projecten (BIO);Afgerond (BIO);KRW waterlichamen;Overige waterbeheerders
NL14;NL14_02_04;02_04;Ter hoogte van de Pronckheer;02_04 Ter hoogte van de Pronckheer;;;;;NL14_02;151400;444400;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_04.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_05;02_05;Voor kruising provinciale weg;02_05 Voor kruising provinciale weg;;;;NL14_20001;NL14_02;150901;444857;;;R6;Langzaam stromend riviertje op zand/klei;;;W;Plasberm;;;;;;NL14_02_05.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_06;02_06;Voor Cothen;02_06 Voor Cothen;;;;;NL14_02;150293;445292;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_06.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_07;02_07;Na monding Cothergrift;02_07 Na monding Cothergrift;;;;NL14_20001;NL14_02;149388;445691;;;R6;Langzaam stromend riviertje op zand/klei;;;Z;Plasberm;;;;;;NL14_02_07.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_07_oud;02_07_oud;Na monding Cothergrift oude locatie;02_07_oud Na monding Cothergrift oude locatie;;;;;NL14_02;149500;445800;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_07_oud.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_08;02_08;Zone met rietkraag na Cothen;02_08 Zone met rietkraag na Cothen;;;;NL14_20001;NL14_02;148400;446000;;;R6;Langzaam stromend riviertje op zand/klei;;;O;Beschoeid;;;;;;NL14_02_08.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_09;02_09;Oude Kromme Rijn Molenspoor;02_09 Oude Kromme Rijn Molenspoor;;;;NL14_20001;NL14_02;147145;445550;;;R6;Langzaam stromend riviertje op zand/klei;;;Z;Beschoeid;;;;;;NL14_02_09.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_10;02_10;Verbindingswetering ARK Watertorenweg;02_10 Verbindingswetering ARK Watertorenweg;;;;NL14_20001;NL14_02;146648;445502;;;R6;Langzaam stromend riviertje op zand/klei;;;O;Plasberm;;;;;;NL14_02_10.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_11;02_11;Tussen aantakking en monding Oude Kromme Rijn;02_11 Tussen aantakking en monding Oude Kromme Rijn;;;;NL14_20001;NL14_02;147223;446903;;;R6;Langzaam stromend riviertje op zand/klei;;;N;Beschoeid;;;;;;NL14_02_11.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_12;02_12;Na kruising provinciale weg;02_12 Na kruising provinciale weg;;;;NL14_20001;NL14_02;146850;447265;;;R6;Langzaam stromend riviertje op zand/klei;;;W;Flauw talud;;;;;;NL14_02_12.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_13;02_13;Beverweerd;02_13 Beverweerd;;;;;NL14_02;145600;449300;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_13.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_14a;02_14a;Lus Odijk begin;02_14a Lus Odijk begin;;;;;NL14_02;144500;450700;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_14a.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_14b;02_14b;Lus Odijk halverwege;02_14b Lus Odijk halverwege;;;;;NL14_02;144300;450900;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_14b.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_14c;02_14c;Tussen aantakking en monding lus Odijk;02_14c Tussen aantakking en monding lus Odijk;;;;;NL14_02;144692;450848;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_14c.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_15;02_15;lus Odijk NL14_02 15 (a87);02_15 lus Odijk NL14_02 15 (a87);;;;NL14_20001;NL14_02;145118;451913;;;R6;Langzaam stromend riviertje op zand/klei;;;O;Beschoeid;;;;;;NL14_02_15.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
NL14;NL14_02_16;02_16;Ten noorden van singel Odijk;02_16 Ten noorden van singel Odijk;;;;NL14_20001;NL14_02;144405;452206;;;R6;Langzaam stromend riviertje op zand/klei;;;N;Plasberm;;;;;;NL14_02_16.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_17;02_17;Traject ter hoogte van A12;02_17 Traject ter hoogte van A12;;;;;NL14_02;143476;452303;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_17.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_18;02_18;Ten noorden van spoorlijn;02_18 Ten noorden van spoorlijn;;;;NL14_20001;NL14_02;143006;453067;;;R6;Langzaam stromend riviertje op zand/klei;;;O;Flauw talud;;;;;;NL14_02_18.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_19b;02_19b;Nevengeul ter hoogte van Nienhof;02_19b Nevengeul ter hoogte van Nienhof;;;;;NL14_02;141900;453900;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_19b.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_19c;02_19c;Hoofdstroom na aftakking nevengeul;02_19c Hoofdstroom na aftakking nevengeul;;;;;NL14_02;142300;453600;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_19c.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_20a;02_20a;Nevengeul bij instroom Hakswetering;02_20a Nevengeul bij instroom Hakswetering;;;;NL14_20001;NL14_02;141708;454306;;;R6;Langzaam stromend riviertje op zand/klei;;;N;Nee;;;;;;NL14_02_20a.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_20b;02_20b;Nevengeul voor aantakking hoofdstroom;02_20b Nevengeul voor aantakking hoofdstroom;;;;;NL14_02;141600;454400;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_20b.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_20c;02_20c;Hoofdstroom voor aantakking nevengeul;02_20c Hoofdstroom voor aantakking nevengeul;;;;NL14_20001;NL14_02;141144;454027;;;R6;Langzaam stromend riviertje op zand/klei;;;O;Flauw talud;;;;;;NL14_02_20c.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_21;02_21;Ter hoogte van Strick van Linschoterlaan nr 20;02_21 Ter hoogte van Strick van Linschoterlaan nr 20;;;;NL14_20001;NL14_02;140824;453698;;;R6;Langzaam stromend riviertje op zand/klei;;;N;Ja;;;;;;NL14_02_21.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_22;02_22;Oud Amelisweerd;02_22 Oud Amelisweerd;;;;NL14_20001;NL14_02;139980;453194;;;R6;Langzaam stromend riviertje op zand/klei;;;Z;Plasberm;;;;;;NL14_02_22.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_23;02_23;Nieuw Amelisweerd;02_23 Nieuw Amelisweerd;;;;;NL14_02;139200;453700;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_23.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_24;02_24;Voor kruising A27;02_24 Voor kruising A27;;;;NL14_20001;NL14_02;139510;454498;;;R6;Langzaam stromend riviertje op zand/klei;;;W;Nee;;;;;;NL14_02_24.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_25;02_25;Nevengeulen ter hoogte van Weg tot de Wetenschap;02_25 Nevengeulen ter hoogte van Weg tot de Wetenschap;;;;;NL14_02;138873;454646;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_25.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_26;02_26;Ten zuiden van Galgewaard;02_26 Ten zuiden van Galgewaard;;;;NL14_20001;NL14_02;138642;454432;;;R6;Langzaam stromend riviertje op zand/klei;;;Z;Plasberm;;;;;;NL14_02_26.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_27;02_27;Stad Utrecht;02_27 Stad Utrecht;;;;;NL14_02;137800;454500;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_27.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_28;02_28;Stad Utrecht;02_28 Stad Utrecht;;;;;NL14_02;137200;454750;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_28.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_29;02_29;Kromme Rijn tussen Odijk en A12;02_29 Kromme Rijn tussen Odijk en A12;;;;NL14_20001;NL14_02;143584;452216;;;R6;Langzaam stromend riviertje op zand/klei;;;N;Plasberm;;;;;;NL14_02_29.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_30;02_30;Kromme Rijn tussen Beverweerd en Odijk;02_30 Kromme Rijn tussen Beverweerd en Odijk;;;;;NL14_02;144949;450275;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_30.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_31;02_31;Caspergouwse wetering 100 m ten zuiden van Smidsdijk;02_31 Caspergouwse wetering 100 m ten zuiden van Smidsdijk;;;;;NL14_02;146630;445443;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_31.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_32;02_32;Stroomafwaarts van NL04_02_03;02_32 Stroomafwaarts van NL04_02_03;;;;NL14_20001;NL14_02;151552;444200;;;R6;Langzaam stromend riviertje op zand/klei;;;N;Beschoeid;;;;;;NL14_02_32.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_33;02_33;NVO betonblokoever Kromme Rijn oostzijde ter;02_33 NVO betonblokoever Kromme Rijn oostzijde ter;;;;;NL14_02;144693;450781;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_33.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_35;02_35;Kromme Rijn brug Beverweert (a04);02_35 Kromme Rijn brug Beverweert (a04);;;;NL14_20001;NL14_02;145371;449491;;;R6;Langzaam stromend riviertje op zand/klei;;;W;Beschoeid;;;;;;NL14_02_35.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_36;02_36;Ten oosten van kruising Korte Zuwe - Graaf van Lynden van Sandenburgweg;02_36 Ten oosten van kruising Korte Zuwe - Graaf van Lynden van Sandenburgweg;;;;NL14_20001;NL14_02;147935;446667;;;R6;Langzaam stromend riviertje op zand/klei;;;Z;Beschoeid;;;;;;NL14_02_36.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_37;02_37;Nevenstroom ten noorden van Petrus Lutgerspad;02_37 Nevenstroom ten noorden van Petrus Lutgerspad;;;;NL14_20001;NL14_02;141931;454000;;;R6;Langzaam stromend riviertje op zand/klei;;;O;Plasberm;;;;toetsen vanaf herbegrenzing;;NL14_02_37.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_1;02_VIS_1;NL14_02 Cothen Wijk bij Duurstede electro 1;02_VIS_1 NL14_02 Cothen Wijk bij Duurstede electro 1;;;;;NL14_02;150903;444853;150798;444961;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_10;02_VIS_10;Meetlocatie 02_VISTRJ_10_11_28 Monster 02_VIS_10 Zegen;02_VIS_10 Meetlocatie 02_VISTRJ_10_11_28 Monster 02_VIS_10 Zegen;;;;;NL14_02;150547;445212;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_10.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_10_11_28;02_VIS_10_11_28;Kromme Rijn 02_VISTRJ_28_10_11;02_VIS_10_11_28 Kromme Rijn 02_VISTRJ_28_10_11;;;;NL14_20001;NL14_02;149735;445693;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_10_11_28.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_11;02_VIS_11;Meetlocatie 02_VISTRJ_10_11_28 Monster 02_VIS_11 Zegen;02_VIS_11 Meetlocatie 02_VISTRJ_10_11_28 Monster 02_VIS_11 Zegen;;;;;NL14_02;149847;445617;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_11.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_12;02_VIS_12;Meetlocatie 02_VISTRJ_12_13_27 Monster 02_VIS_12 Zegen;02_VIS_12 Meetlocatie 02_VISTRJ_12_13_27 Monster 02_VIS_12 Zegen;;;;;NL14_02;138813;454566;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_12.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_12_13_27;02_VIS_12_13_27;Kromme Rijn 02_VISTRJ_27_12_13;02_VIS_12_13_27 Kromme Rijn 02_VISTRJ_27_12_13;;;;NL14_20001;NL14_02;138948;454695;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_12_13_27.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_13;02_VIS_13;Meetlocatie 02_VISTRJ_12_13_27 Monster 02_VIS_13 Zegen;02_VIS_13 Meetlocatie 02_VISTRJ_12_13_27 Monster 02_VIS_13 Zegen;;;;;NL14_02;138926;454693;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_13.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_14;02_VIS_14;NL14_02 Cothen-Utrecht zegen 13;02_VIS_14 NL14_02 Cothen-Utrecht zegen 13;;;;;NL14_02;140685;453469;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_14.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_15;02_VIS_15;Meetlocatie 02_VISTRJ_15_16_34 Monster 02_VIS_15 Zegen;02_VIS_15 Meetlocatie 02_VISTRJ_15_16_34 Monster 02_VIS_15 Zegen;;;;;NL14_02;141924;454012;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_15.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_15_16_34;02_VIS_15_16_34;Kromme Rijn 02_VISTRJ_16_15_34;02_VIS_15_16_34 Kromme Rijn 02_VISTRJ_16_15_34;;;;NL14_20001;NL14_02;141935;453931;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_15_16_34.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_16;02_VIS_16;Meetlocatie 02_VISTRJ_15_16_34 Monster 02_VIS_16 Zegen;02_VIS_16 Meetlocatie 02_VISTRJ_15_16_34 Monster 02_VIS_16 Zegen;;;;;NL14_02;141951;453904;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_16.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_17;02_VIS_17;Meetlocatie 02_VISTRJ_17_18_36 Monster 02_VIS_17 Zegen;02_VIS_17 Meetlocatie 02_VISTRJ_17_18_36 Monster 02_VIS_17 Zegen;;;;;NL14_02;143101;452892;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_17.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_17_18_36;02_VIS_17_18_36;Kromme Rijn 02_VISTRJ_36_17_18;02_VIS_17_18_36 Kromme Rijn 02_VISTRJ_36_17_18;;;;NL14_20001;NL14_02;142875;453189;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_17_18_36.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_02_VIS_18;02_VIS_18;Meetlocatie 02_VISTRJ_17_18_36 Monster 02_VIS_18 Zegen;02_VIS_18 Meetlocatie 02_VISTRJ_17_18_36 Monster 02_VIS_18 Zegen;;;;;NL14_02;142814;453234;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_02_VIS_18.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
